item_name,item_category,primary_stat,stat_label,type,debutDate,minecraftVersion
warped_wart_block,Landscape Block,,,Nature,2020-06-23T00:00:00,1.16.0
water,Landscape Block,,,Nature,2011-11-18T00:00:00,1.0.0
white_terracotta,Landscape Block,,,Land,2013-07-01T00:00:00,1.6.1
yellow_terracotta,Landscape Block,,,Land,2013-07-01T00:00:00,1.6.1
acacia_leaves,Landscape Block,,,Nature,2013-10-25T00:00:00,1.7.2
acacia_log,Landscape Block,,,Nature,2013-10-25T00:00:00,1.7.2
amethyst_block,Landscape Block,,,Ore,2021-06-08T00:00:00,1.17.0
amethyst_cluster,Landscape Block,,,Ore,2021-06-08T00:00:00,1.17.0
ancient_debris,Landscape Block,,,Ore,2020-06-23T00:00:00,1.16.0
andesite,Landscape Block,,,Stone,2014-09-02T00:00:00,1.8.0
azalea_leaves,Landscape Block,,,Nature,2021-06-08T00:00:00,1.17.0
basalt,Landscape Block,,,Stone,2020-06-23T00:00:00,1.16.0
bedrock,Landscape Block,,,Stone,2011-11-18T00:00:00,1.0.0
bee_nest,Landscape Block,,,Nature,2019-12-10T00:00:00,1.15.0
bell,Landscape Block,,,Generate,2019-04-23T00:00:00,1.14.0
birch_leaves,Landscape Block,,,Nature,2011-11-18T00:00:00,1.0.0
birch_log,Landscape Block,,,Nature,2011-11-18T00:00:00,1.0.0
blackstone,Landscape Block,,,Stone,2020-06-23T00:00:00,1.16.0
blue_ice,Landscape Block,,,Land,2018-07-18T00:00:00,1.13.0
bone_block,Landscape Block,,,Generate,2016-06-08T00:00:00,1.10.0
brain_coral_block,Landscape Block,,,Nature,2018-07-18T00:00:00,1.13.0
brown_mushroom_block,Landscape Block,,,Nature,2011-11-18T00:00:00,1.0.0
brown_terracotta,Landscape Block,,,Land,2013-07-01T00:00:00,1.6.1
bubble_coral_block,Landscape Block,,,Nature,2018-07-18T00:00:00,1.13.0
budding_amethyst,Landscape Block,,,Ore,2021-06-08T00:00:00,1.17.0
calcite,Landscape Block,,,Stone,2021-06-08T00:00:00,1.17.0
cherry_leaves,Landscape Block,,,Nature,2023-06-07T00:00:00,1.20.0
cherry_log,Landscape Block,,,Nature,2023-06-07T00:00:00,1.20.0
chorus_plant,Landscape Block,,,Nature,2016-02-29T00:00:00,1.9.0
clay,Landscape Block,,,Land,2011-11-18T00:00:00,1.0.0
coal_ore,Landscape Block,,,Ore,2011-11-18T00:00:00,1.0.0
coarse_dirt,Landscape Block,,,Land,2013-10-25T00:00:00,1.7.2
cobbled_deepslate,Landscape Block,,,Stone,2021-06-08T00:00:00,1.17.0
cobblestone,Landscape Block,,,Stone,2011-11-18T00:00:00,1.0.0
cobweb,Landscape Block,,,Generate,2011-11-18T00:00:00,1.0.0
copper_ore,Landscape Block,,,Ore,2021-06-08T00:00:00,1.17.0
crimson_nylium,Landscape Block,,,Land,2020-06-23T00:00:00,1.16.0
crimson_stem,Landscape Block,,,Nature,2020-06-23T00:00:00,1.16.0
crying_obsidian,Landscape Block,,,Stone,2020-06-23T00:00:00,1.16.0
dark_oak_leaves,Landscape Block,,,Nature,2013-10-25T00:00:00,1.7.2
dark_oak_log,Landscape Block,,,Nature,2013-10-25T00:00:00,1.7.2
dead_brain_coral_block,Landscape Block,,,Nature,2019-12-10T00:00:00,1.13.0
dead_bubble_coral_block,Landscape Block,,,Nature,2018-07-18T00:00:00,1.13.0
dead_fire_coral_block,Landscape Block,,,Nature,2018-07-18T00:00:00,1.13.0
dead_horn_coral_block,Landscape Block,,,Nature,2018-07-18T00:00:00,1.13.0
dead_tube_coral_block,Landscape Block,,,Nature,2018-07-18T00:00:00,1.13.0
deepslate,Landscape Block,,,Stone,2021-06-08T00:00:00,1.17.0
deepslate_coal_ore,Landscape Block,,,Ore,2021-06-08T00:00:00,1.17.0
deepslate_copper_ore,Landscape Block,,,Ore,2021-06-08T00:00:00,1.17.0
deepslate_diamond_ore,Landscape Block,,,Ore,2021-06-08T00:00:00,1.17.0
deepslate_emerald_ore,Landscape Block,,,Ore,2021-06-08T00:00:00,1.17.0
deepslate_gold_ore,Landscape Block,,,Ore,2021-06-08T00:00:00,1.17.0
deepslate_iron_ore,Landscape Block,,,Ore,2021-06-08T00:00:00,1.17.0
deepslate_lapis_ore,Landscape Block,,,Ore,2021-06-08T00:00:00,1.17.0
deepslate_redstone_ore,Landscape Block,,,Ore,2021-06-08T00:00:00,1.17.0
deepslate_tiles,Landscape Block,,,Stone,2021-06-08T00:00:00,1.17.0
diamond_ore,Landscape Block,,,Ore,2011-11-18T00:00:00,1.0.0
diorite,Landscape Block,,,Stone,2014-09-02T00:00:00,1.8.0
dirt,Landscape Block,,,Land,2011-11-18T00:00:00,1.0.0
dirt_path,Landscape Block,,,Land,2016-02-29T00:00:00,1.9.0
dragon_egg,Landscape Block,,,Generate,2011-11-18T00:00:00,1.0.0
dripstone_block,Landscape Block,,,Stone,2021-06-08T00:00:00,1.17.0
emerald_ore,Landscape Block,,,Ore,2012-08-01T00:00:00,1.3.1
end_portal_frame,Landscape Block,,,Generate,2011-11-18T00:00:00,1.0.0
end_stone,Landscape Block,,,Land,2011-11-18T00:00:00,1.0.0
farmland,Landscape Block,,,Land,2011-11-18T00:00:00,1.0.0
fire,Landscape Block,,,Generate,2011-11-18T00:00:00,1.0.0
fire_coral_block,Landscape Block,,,Nature,2018-07-18T00:00:00,1.13.0
frogspawn,Landscape Block,,,Nature,2022-06-07T00:00:00,1.19.0
frosted_ice,Landscape Block,,,Land,2016-02-29T00:00:00,1.9.0
gilded_blackstone,Landscape Block,,,Stone,2020-06-23T00:00:00,1.16.0
glowstone,Landscape Block,,,Stone,2011-11-18T00:00:00,1.0.0
gold_ore,Landscape Block,,,Ore,2011-11-18T00:00:00,1.0.0
granite,Landscape Block,,,Stone,2014-09-02T00:00:00,1.8.0
grass_block,Landscape Block,,,Land,2011-11-18T00:00:00,1.0.0
gravel,Landscape Block,,,Land,2011-11-18T00:00:00,1.0.0
horn_coral_block,Landscape Block,,,Nature,2018-07-18T00:00:00,1.13.0
ice,Landscape Block,,,Land,2011-11-18T00:00:00,1.0.0
iron_ore,Landscape Block,,,Ore,2011-11-18T00:00:00,1.0.0
jungle_leaves,Landscape Block,,,Nature,2012-03-01T00:00:00,1.2.1
jungle_log,Landscape Block,,,Nature,2012-03-01T00:00:00,1.2.1
lapis_ore,Landscape Block,,,Ore,2011-11-18T00:00:00,1.0.0
large_amethyst_bud,Landscape Block,,,Ore,2021-06-08T00:00:00,1.17.0
lava,Landscape Block,,,Nature,2011-11-18T00:00:00,1.0.0
light_gray_terracotta,Landscape Block,,,Land,2013-07-01T00:00:00,1.6.1
magma,Landscape Block,,,Stone,2016-06-08T00:00:00,1.10.0
mangrove_leaves,Landscape Block,,,Nature,2022-06-07T00:00:00,1.19.0
mangrove_log,Landscape Block,,,Nature,2022-06-07T00:00:00,1.19.0
medium_amethyst_bud,Landscape Block,,,Nature,2021-06-08T00:00:00,1.17.0
moss_block,Landscape Block,,,Nature,2021-06-08T00:00:00,1.17.0
mud,Landscape Block,,,Land,2022-06-07T00:00:00,1.19.0
muddy_mangrove_roots,Landscape Block,,,Nature,2022-06-07T00:00:00,1.19.0
mushroom_block,Landscape Block,,,Nature,2011-11-18T00:00:00,1.0.0
mushroom_stem,Landscape Block,,,Nature,2011-11-18T00:00:00,1.0.0
mycelium,Landscape Block,,,Land,2011-11-18T00:00:00,1.0.0
nether_gold_ore,Landscape Block,,,Ore,2020-06-23T00:00:00,1.16.0
nether_quartz_ore,Landscape Block,,,Ore,2013-03-13T00:00:00,1.5.0
acacia_door,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
acacia_planks,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
acacia_trapdoor,Man-Made Block,,,Man-Made,2018-07-18T00:00:00,1.13.0
activator_rail,Man-Made Block,,,Man-Made,2013-03-13T00:00:00,1.5.0
anvil,Man-Made Block,,,Man-Made,2023-03-13T00:00:00,1.4.2
bamboo_block,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
bamboo_door,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
bamboo_fence,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
bamboo_fence_gate,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
bamboo_mosaic,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
bamboo_planks,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
bamboo_trapdoor,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
barrel,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
beacon,Man-Made Block,,,Man-Made,2012-10-25T00:00:00,1.4.2
beehive,Man-Made Block,,,Man-Made,2019-12-10T00:00:00,1.15.0
birch_door,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
birch_planks,Man-Made Block,,,Man-Made,2012-03-22T00:00:00,1.2.4
birch_trapdoor,Man-Made Block,,,Man-Made,2018-07-18T00:00:00,1.13.0
black_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
black_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
black_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
black_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
black_terracotta,Man-Made Block,,,Man-Made,2013-07-01T00:00:00,1.6.1
black_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
blast_furnace,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
blue_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
blue_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
blue_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
blue_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
blue_terracotta,Man-Made Block,,,Man-Made,2013-07-01T00:00:00,1.6.1
blue_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
bookshelf,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
brewing_stand,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
bricks,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
brown_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
brown_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
brown_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
brown_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
brown_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
calibrated_sculk_sensor,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
campfire,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
candle,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
cartography_table,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
carved_pumpkin,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
cauldron,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
chain,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
cherry_door,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
cherry_planks,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
cherry_trapdoor,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
chiseled_bookshelf,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
chiseled_deepslate,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
chiseled_nether_bricks,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
chiseled_polished_blackstone,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
chiseled_quartz_block,Man-Made Block,,,Man-Made,2013-03-13T00:00:00,1.5.0
chiseled_red_sandstone,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
chiseled_sandstone,Man-Made Block,,,Man-Made,2012-03-01T00:00:00,1.2.1
chiseled_stone_bricks,Man-Made Block,,,Man-Made,2012-03-01T00:00:00,1.2.1
coal_block,Man-Made Block,,,Man-Made,2013-07-01T00:00:00,1.6.1
comparator,Man-Made Block,,,Man-Made,2013-03-13T00:00:00,1.5.0
composter,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
conduit,Man-Made Block,,,Man-Made,2018-07-18T00:00:00,1.13.0
copper_block,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
cracked_deepslate_bricks,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
cracked_deepslate_tiles,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
cracked_nether_bricks,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
cracked_polished_blackstone_bricks,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
cracked_stone_bricks,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
crafting_table,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
crimson_door,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
crimson_planks,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
crimson_trapdoor,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
cut_copper,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
cut_red_sandstone,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
cut_sandstone,Man-Made Block,,,Man-Made,2012-03-01T00:00:00,1.2.1
cyan_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
cyan_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
cyan_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
cyan_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
cyan_terracotta,Man-Made Block,,,Man-Made,2013-07-01T00:00:00,1.6.1
cyan_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
dark_oak_door,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
dark_oak_planks,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
dark_oak_trapdoor,Man-Made Block,,,Man-Made,2018-07-18T00:00:00,1.13.0
dark_prismarine,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
daylight_detector,Man-Made Block,,,Man-Made,2013-03-13T00:00:00,1.5.0
deepslate_bricks,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
detector_rail,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
diamond_block,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
dispenser,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
dried_kelp_block,Man-Made Block,,,Man-Made,2018-07-18T00:00:00,1.13.0
dropper,Man-Made Block,,,Man-Made,2013-03-13T00:00:00,1.5.0
emerald_block,Man-Made Block,,,Man-Made,2012-08-01T00:00:00,1.3.1
enchanting_table,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
end_rod,Man-Made Block,,,Man-Made,2016-02-29T00:00:00,1.9.0
end_stone_bricks,Man-Made Block,,,Man-Made,2016-02-29T00:00:00,1.9.0
exposed_copper,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
exposed_cut_copper,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
fletching_table,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
flower_pot,Man-Made Block,,,Man-Made,2012-10-25T00:00:00,1.4.2
furnace,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
glass,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
glass_pane,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
glow_item_frame,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
gold_block,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
gray_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
gray_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
gray_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
gray_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
gray_terracotta,Man-Made Block,,,Man-Made,2013-07-01T00:00:00,1.6.1
gray_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
green_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
green_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
green_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
green_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
green_terracotta,Man-Made Block,,,Man-Made,2013-07-01T00:00:00,1.6.1
green_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
grindstone,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
hay_block,Man-Made Block,,,Man-Made,2013-07-01T00:00:00,1.6.1
honey_block,Man-Made Block,,,Man-Made,2019-12-10T00:00:00,1.15.0
honeycomb_block,Man-Made Block,,,Man-Made,2019-12-10T00:00:00,1.15.0
hopper,Man-Made Block,,,Man-Made,2013-03-13T00:00:00,1.5.0
iron_bars,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
iron_block,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
iron_door,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
iron_trapdoor,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
item_frame,Man-Made Block,,,Man-Made,2012-10-25T00:00:00,1.4.2
jack_o_lantern,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
jukebox,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
jungle_door,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
jungle_planks,Man-Made Block,,,Man-Made,2012-03-22T00:00:00,1.2.4
jungle_trapdoor,Man-Made Block,,,Man-Made,2018-07-18T00:00:00,1.13.0
ladder,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
lantern,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
lapis_block,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
lectern,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
lever,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
light_blue_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
light_blue_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
light_blue_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
light_blue_stained_glass,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
light_blue_terracotta,Man-Made Block,,,Man-Made,2013-07-01T00:00:00,1.6.1
light_blue_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
light_gray_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
light_gray_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
light_gray_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
light_gray_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
light_gray_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
lightning_rod,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
lime_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
lime_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
lime_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
lime_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
lime_terracotta,Man-Made Block,,,Man-Made,2013-07-01T00:00:00,1.6.1
lime_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
lodestone,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
loom,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
magenta_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
magenta_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
magenta_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
magenta_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
magenta_terracotta,Man-Made Block,,,Man-Made,2013-07-01T00:00:00,1.6.1
magenta_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
mangrove_door,Man-Made Block,,,Man-Made,2022-06-07T00:00:00,1.19.0
mangrove_planks,Man-Made Block,,,Man-Made,2022-06-07T00:00:00,1.19.0
mangrove_trapdoor,Man-Made Block,,,Man-Made,2022-06-07T00:00:00,1.19.0
mossy_cobblestone,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
mossy_stone_bricks,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
mud_bricks,Man-Made Block,,,Man-Made,2022-06-07T00:00:00,1.19.0
nether_bricks,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
netherite_block,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
note_block,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
oak_door,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
oak_planks,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
oak_trapdoor,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
observer,Man-Made Block,,,Man-Made,2016-11-14T00:00:00,1.11.0
orange_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
orange_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
orange_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
orange_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
orange_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
oxidized_copper,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
oxidized_cut_copper,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
packed_mud,Man-Made Block,,,Man-Made,2022-06-07T00:00:00,1.19.0
pink_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
pink_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
pink_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
pink_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
pink_terracotta,Man-Made Block,,,Man-Made,2013-07-01T00:00:00,1.6.1
pink_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
piston,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
piston_sticky,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
polished_andesite,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
polished_basalt,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
polished_blackstone,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
polished_blackstone_bricks,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
polished_deepslate,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
polished_diorite,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
polished_granite,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
powered_rail,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
prismarine_bricks,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
purple_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
purple_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
purple_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
purple_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
purple_terracotta,Man-Made Block,,,Man-Made,2013-07-01T00:00:00,1.6.1
purple_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
purpur_block,Man-Made Block,,,Man-Made,2016-02-29T00:00:00,1.9.0
purpur_pillar,Man-Made Block,,,Man-Made,2016-02-29T00:00:00,1.9.0
quartz_block,Man-Made Block,,,Man-Made,2013-03-13T00:00:00,1.5.0
quartz_bricks,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
quartz_pillar,Man-Made Block,,,Man-Made,2013-03-13T00:00:00,1.5.0
rail,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
raw_copper_block,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
raw_gold_block,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
raw_iron_block,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
red_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
red_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
red_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
red_nether_bricks,Man-Made Block,,,Man-Made,2016-06-08T00:00:00,1.10.0
red_sandstone,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
red_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
red_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
redstone_block,Man-Made Block,,,Man-Made,2013-03-13T00:00:00,1.5.0
redstone_lamp,Man-Made Block,,,Man-Made,2012-03-01T00:00:00,1.2.1
redstone_torch,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
repeater,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
respawn_anchor,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
sandstone,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
scaffolding,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
sea_lantern,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
shulker_box,Man-Made Block,,,Man-Made,2016-11-14T00:00:00,1.11.0
slime_block,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
smithing_table,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
smoker,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
smooth_basalt,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
smooth_stone,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
smooth_stone_slab,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
soul_campfire,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
